"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"3578","Normal/Others","WS/MP18282/2024-2025/137737-Construction of boundary walls of existing public and community buildings","Sikkim","Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA)","construction of protection Wall at end Point of Adampool Raod, Khelgaon Complex","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","06-Nov-2025","4499977"
"3579","Normal/Others","WS/MP18282/2024-2025/137744-Providing drains and gutters for public drainage","Sikkim","Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA)","Construction of the drains and gutter for public drainage at Gnathang Bazar","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","11-Feb-2025","499669"
"3580","Normal/Others","WS/MP141/2024-2025/138787-Development of playground","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","upgradation of playground at doaba khalsa sec secondary school , ladhowali road,jalandhar","Shri Harbhajan Singh (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2025","478087"
"3581","Normal/Others","WS/MP140/2024-2025/156049-Renovation of ponds and lakes","Punjab","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","For sewage and waste water discharge in Village Dalla.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","N/A","09-Sep-2025","1500000"
"3582","Normal/Others","WS/MP201/2024-2025/155278-Lighting of public spaces","Uttar Pradesh","DEORIA(DISTRICT MAGISTRATE DEORIA)","installation 66 semi high mast light as per the list","Smt. Sangeeta Yadav (2022-28) (NaN-NaN)","Elected MP","Images","21-Sep-2025","18216000"
"3583","Normal/Others","WS/MP053/2024-2025/146972-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SURAJ JEE TO THE HOUSE OF MANISH KUMAR JEE ON RANIPUR CHAKIA ROAD","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","969783"
"3584","Normal/Others","WS/MP053/2024-2025/146930-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FRORANIPUR CHAKIYA MAIN ROAD TO THE LAND OF RADHE MAHTO","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","969582"
"3585","Normal/Others","WS/MP053/2024-2025/146929-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD AND DRAINAGE SYSTEM FROM GURUGOVIND SINGH MAIN ROAD TO THE BOUNDARY WALL OF SUNIL SINGH IN SHRI RAM COLONY","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1464352"
"3586","Normal/Others","WS/MP053/2024-2025/146926-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road from the house of Pankaj jee to the house of Rakesh jee in Rajendra Colony","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1455867"
"3587","Normal/Others","WS/MP053/2024-2025/146927-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SUBODH SINGH TO THE HOUSE OF ASHOK JEE IN RAJENDRA COLONY","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1453347"
"3588","Normal/Others","WS/MP053/2024-2025/146925-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road from Kamal Path to the house of Surendra Mahto in Rajendra Colony","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1387358"
"3589","Normal/Others","WS/MP053/2024-2025/146928-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF WAKIL SAHAB TO THE HOUSE OF DR. ARVIND JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1454459"
"3590","Normal/Others","WS/MP188/2023-2024/84132-Construction of buildings for sports facilities","Uttar Pradesh","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","I am sanctioning Rs 40 lakhs towards the construction of a wrestling hall (dimensions 40 ft x 60 ft) at Rashtriya Inter College, Shahpur. I request you to directly disperse the funds to the college authorities to begin the construction","Shri Jayant Chaudhary (2022-28) (NaN-NaN)","Elected MP","Images","15-Jan-2026","3957535"
"3591","Normal/Others","WS/MP053/2023-2024/43920-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD WITH NALA AND PULIA FROM SITAKUND MINI MALL TO SIBLEE HOUSE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","07-Aug-2025","348337"
"3592","Normal/Others","WS/MP18316/2024-2025/166454-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Gram Ankia main CC road nirman","Smt. Maya Naroliya (2024-30) (NaN-NaN)","Elected MP","Images","15-Apr-2025","990000"
"3593","Normal/Others","WS/MP148/2024-2025/158715-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Construction of interlock road with darainage from Satpal Nehra house to Satywan Nehra house onwards at 14 Ams Sherpura Village","Shri Randeep Singh Surjewala (2022-28) (NaN-NaN)","Elected MP","Images","03-Nov-2025","999402"
"3594","Normal/Others","WS/MP148/2024-2025/153033-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Rajasthan","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Construction work of Interlock road from cremation home Gate to Cremation home chowk till at Dheel Ki Jatan Village","Shri Randeep Singh Surjewala (2022-28) (NaN-NaN)","Elected MP","Images","19-Oct-2025","979873"
"3595","Normal/Others","WS/MP849/2024-2025/155039-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","7 solar lights","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","350000"
"3596","Normal/Others","WS/MP849/2024-2025/155041-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","High mast light 9 meter pole and 6 light","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","23-Jan-2026","269740"
"3597","Normal/Others","WS/MP846/2024-2025/142701-Construction of community centers and community halls","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Balance work of C/o Roofing Shed of Padmanayaka Community Hall at  Rangapur (v) Medipally (mp) in Jagtial Dist.","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","748822"
"3598","Normal/Others","WS/MP846/2024-2025/142702-Construction of community centers and community halls","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","B/w Padmanayaka Community Hall at  Rangapur (v) Medipally (mp) in Jagtial Dist.","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","746731"
"3599","Normal/Others","WS/MP140/2024-2025/136497-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","22-Aug-2025","336300"
"3600","Normal/Others","WS/MP18334/2024-2025/134822-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Providing CC Road from Pratap Achari House to Balaraju Naveena House at Siddulapalli Village Tallapaka GP Rajampeta Mandal","Shri Meda Raghunadha Reddy (2024-30) (NaN-NaN)","Elected MP","Images","27-Jan-2025","449814"
"3601","Normal/Others","WS/MP147/2023-2024/70685-Construction of additional rooms and halls in the existing public and community building","Rajasthan","BIKANER(DISTRICT COLLECTOR BIKANER_IDA)","Construction of two rooms in the cultural building complex in Gram Panchayat Mandal Charnan, Panchayat Samiti Srikolayat.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","N/A","05-Dec-2025","996090"
"3602","Normal/Others","WS/MP18334/2024-2025/134821-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Providing CC Road from Isukapalli main road to Pratap Achari House at Siddulapalli Village of Tallapaka GP Rajampeta Mandal","Shri Meda Raghunadha Reddy (2024-30) (NaN-NaN)","Elected MP","Images","27-Jan-2025","448992"
"3603","Normal/Others","WS/MP18331/2024-2025/153554-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Construction of C.C. Road h/o gulab to towards talab village paigaon thok bhawra block chhata mathura","Shri Tejveer Singh (2024-30) (NaN-NaN)","Elected MP","N/A","17-May-2025","1498946"
"3604","Normal/Others","WS/MP18331/2024-2025/153555-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Construction of C.C. Road h/o mordhwaj to towards h/o gopal village khanpur block chhata mathura","Shri Tejveer Singh (2024-30) (NaN-NaN)","Elected MP","N/A","21-Apr-2025","1983389"
"3605","Normal/Others","WS/MP146/2024-2025/146676-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Construction of Boundary wall of Cremation Ground, Kaleri at Gram Panchayat Dharanwas, P.S. Nangal Rajawatan, Dist. Dausa","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","15-Jul-2025","999825"
"3606","Normal/Others","WS/MP18331/2024-2025/153549-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Construction of C.C. Road Parikramma marg to towards h/o omprakash driver village hasanpur block nauhjheel mathura","Shri Tejveer Singh (2024-30) (NaN-NaN)","Elected MP","N/A","24-Mar-2025","339618"
"3607","Normal/Others","WS/MP18331/2024-2025/153556-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Construction of C.C. Road h/o Kamal transfarmer to towards h/o mongar village phalain block chhata mathura","Shri Tejveer Singh (2024-30) (NaN-NaN)","Elected MP","N/A","22-Mar-2025","1299210"
"3608","Normal/Others","WS/MP18331/2024-2025/153548-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Construction of C.C. Road h/o Sanehi to towards h/o rajveer singh village rampur block naujheel district mathura","Shri Tejveer Singh (2024-30) (NaN-NaN)","Elected MP","N/A","22-Mar-2025","681186"
"3609","Normal/Others","WS/MP18331/2024-2025/153547-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Construction of C.C. Road h/o Raju Madgam to towards h/o tejveer madgam village hasanpur block mant mathura","Shri Tejveer Singh (2024-30) (NaN-NaN)","Elected MP","N/A","24-Mar-2025","1399048"
"3610","Normal/Others","WS/MP189/2023-2024/79434-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Construction of Interlocking Work on Road and Drain from Madarsa towards Bridge","Shri Kapil Sibal (2022-28) (NaN-NaN)","Elected MP","N/A","30-Jan-2026","706670"
"3611","Normal/Others","WS/MP140/2024-2025/135343-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","N/A","18-Apr-2025","336300"
"3612","Normal/Others","WS/MP18300/2024-2025/136519-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road  from Shri Prabhakar Tiwari's house to Shri Anil Prasad's house. Ward no-2, village- Digha","Dr. Bhim Singh (2024-30) (NaN-NaN)","Elected MP","Images","25-Feb-2025","1479800"
"3613","Normal/Others","WS/MP096/2024-2025/145596-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Puthuparamb sub center road/pathway, Ward No. 03, Edarikode Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","28-Jan-2025","381886"
"3614","Normal/Others","WS/MP078/2023-2024/48492-Providing drains and gutters for public drainage","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o drainage system Ward No. 32 Sector 04 Opposite PHC, New Shimla to Rajahna Road New Shimla (Executing Agency MC, Shimla)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","29-Jan-2025",""
"3615","Normal/Others","WS/MP171/2024-2025/145105-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA)","Laying of CC Road from Chakali Srisailam(H) to Darshamoni Kishtaiah(H) at Manthati(V) of Nagarkurnool(M), Nagarkurnool District.","Shri Ravi Chandra Vaddiraju (2024-30) (NaN-NaN)","Elected MP","Images","29-Jan-2025","496159"
"3616","Normal/Others","WS/MP001/2024-2025/151556-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Hatim Manzil to the house of Shri Arvind Kumar Singh  in house No-L-1/6 Ward No. 21 Shri Krishnapuri under Bankipur Assembly.","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","24-Feb-2025","1461722"
"3617","Normal/Others","WS/MP001/2024-2025/151555-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","2. PCC construction work in the road leading from house number L-1/8 to house number L- 1/22 in Ward No. 21 Shri Krishnapuri under Bankipur Assembly. Estimated Amount 15,00,000/-( Fifteen Lakh only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1461589"
"3618","Normal/Others","WS/MP18316/2024-2025/166455-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Gram Gondipura main ramesh ahirwar ke ghar se main road tak CC road nirman","Smt. Maya Naroliya (2024-30) (NaN-NaN)","Elected MP","Images","20-Aug-2025","990000"
"3619","Normal/Others","WS/MP145/2024-2025/162424-Construction of rooms and halls in school and colleges","Rajasthan","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","CC BLOCK DEVELOPMENT WORK OF PRAYER PLACE IN GOVT HIGH SCHOOL DAYALPURA","Shri Ghanshyam Tiwari (2022-28) (NaN-NaN)","Elected MP","N/A","16-Feb-2026","1000000"
"3620","Normal/Others","WS/MP18364/2024-2025/146443-Construction of community centers and community halls","Karnataka","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Construction of community hall at Property no.669 of Hallur village,  Bagalkote taluk.","Shri Narayanasa K. Bhandage (2024-30) (NaN-NaN)","Elected MP","Images","29-Jan-2025","499989"
"3621","Normal/Others","WS/MP165/2024-2025/96035-Installing tube-wells and borewells","Tamil Nadu","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Installing bore well and bathing tub at Karunanithi nagar in ward no 15","Shri P. Chidambaram (2022-28) (NaN-NaN)","Elected MP","Images","29-Jan-2025","550000"
"3622","Normal/Others","WS/MP113/2024-2025/142035-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Construction of CC Road","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","31-Jan-2025","1999834"
"3623","Normal/Others","WS/MP18331/2024-2025/153535-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Construction of c.c. road main road to towards h/o jal singh village radoi block baldev district mathura","Shri Tejveer Singh (2024-30) (NaN-NaN)","Elected MP","N/A","22-May-2025","1586339"
